"ViewName","ViewLanguage","ColumnName","TotalRows","NonNullCount","EntityName_EN","Column_EN","Column_FR","MapStatus","PsseSourceSchema","PsseSourceObject","PsseColumnName","SourceExpression","FallbackExpression"
"Affectations","FR","ÉcartPC0PC2_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC2_T","src.[Écart PC0-PC2_T]",
"Affectations","FR","ÉcartPC0PC3_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC3_T","src.[Écart PC0-PC3_T]",
"Affectations","FR","ÉcartPC0PC4_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC4_T","src.[Écart PC0-PC4_T]",
"Affectations","FR","ÉcartPC0PC5_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC5_T","src.[Écart PC0-PC5_T]",
"Affectations","FR","ÉcartPC0PC6_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC6_T","src.[Écart PC0-PC6_T]",
"Affectations","FR","ÉcartPC0PC7_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC7_T","src.[Écart PC0-PC7_T]",
"Affectations","FR","NodedossierAGI_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","No de dossier AGI_T","src.[No de dossier AGI_T]",
"Affectations","FR","NU_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","NU_R","src.[NU_R]",
"Affectations","FR","Numerodelot_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Numero de lot_T","src.[Numero de lot_T]",
"Affectations","FR","Prisedepossessionlégale_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Prise de possession légale_T","src.[Prise de possession légale_T]",
"Affectations","FR","Projet","1772","0","Assignments",,,"NAVIGATION","","","","",
"Affectations","FR","Ressource","1772","0","Assignments",,,"NAVIGATION","","","","",
"Affectations","FR","Servicesderessources_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Services de ressources_R","src.[Services de ressources_R]",
"Affectations","FR","Servicespublics_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Services publics_T","src.[Services publics_T]",
"Affectations","FR","Statut_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Statut_T","src.[Statut_T]",
"Affectations","FR","Tâche","1772","0","Assignments",,,"NAVIGATION","","","","",
"Affectations","FR","Typedecoût_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Type de coût_R","src.[Type de coût_R]",
"Affectations","FR","Typeterrain_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Type terrain_T","src.[Type terrain_T]",
"Assignments","EN","Afficherrapport_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Afficher rapport_T","src.[Afficher rapport_T]",
"Assignments","EN","AssignmentAllUpdatesApplied","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignmentsApplied_UserView","AssignmentAllUpdatesApplied","jAssignApplied.[AssignmentAllUpdatesApplied]",
"Assignments","EN","AssignmentUpdatesAppliedDate","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignmentsApplied_UserView","AssignmentUpdatesAppliedDate","jAssignApplied.[AssignmentUpdatesAppliedDate]",
"Assignments","EN","Baseline","1772","0","Assignments",,,"NAVIGATION","","","","",
"Assignments","EN","Catdepenses_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Cat depenses_R","src.[Cat depenses_R]",
"Assignments","EN","CodelivrableGID_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Code livrable GID_T","src.[Code livrable GID_T]",
"Assignments","EN","Commentaire_GPR_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Commentaire_GPR_T","src.[Commentaire_GPR_T]",
"Assignments","EN","DateapprouvéeDGEI_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Date approuvée DGEI_T","src.[Date approuvée DGEI_T]",
"Assignments","EN","DatedemandéeDGT_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Date demandée DGT_T","src.[Date demandée DGT_T]",
"Assignments","EN","Dateoccupation_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Date occupation_T","src.[Date occupation_T]",
"Assignments","EN","DernierPCatteinttache_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Dernier PC atteint tache_T","src.[Dernier PC atteint tache_T]",
"Assignments","EN","ÉcartPC0PC1_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC1_T","src.[Écart PC0-PC1_T]",
"Assignments","EN","ÉcartPC0PC2_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC2_T","src.[Écart PC0-PC2_T]",
"Assignments","EN","ÉcartPC0PC3_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC3_T","src.[Écart PC0-PC3_T]",
"Assignments","EN","ÉcartPC0PC4_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC4_T","src.[Écart PC0-PC4_T]",
"Assignments","EN","ÉcartPC0PC5_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC5_T","src.[Écart PC0-PC5_T]",
"Assignments","EN","ÉcartPC0PC6_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC6_T","src.[Écart PC0-PC6_T]",
"Assignments","EN","ÉcartPC0PC7_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC7_T","src.[Écart PC0-PC7_T]",
"Assignments","EN","NodedossierAGI_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","No de dossier AGI_T","src.[No de dossier AGI_T]",
"Assignments","EN","NU_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","NU_R","src.[NU_R]",
"Assignments","EN","Numerodelot_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Numero de lot_T","src.[Numero de lot_T]",
"Assignments","EN","Prisedepossessionlégale_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Prise de possession légale_T","src.[Prise de possession légale_T]",
"Assignments","EN","Project","1772","0","Assignments",,,"NAVIGATION","","","","",
"Assignments","EN","Resource","1772","0","Assignments",,,"NAVIGATION","","","","",
"Assignments","EN","Servicesderessources_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Services de ressources_R","src.[Services de ressources_R]",
"Assignments","EN","Servicespublics_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Services publics_T","src.[Services publics_T]",
"Assignments","EN","Statut_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Statut_T","src.[Statut_T]",
"Assignments","EN","Task","1772","0","Assignments",,,"NAVIGATION","","","","",
"Assignments","EN","TimephasedData","1772","0","Assignments",,,"NAVIGATION","","","","",
"Assignments","EN","Typedecoût_R","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Type de coût_R","src.[Type de coût_R]",
"Assignments","EN","Typeterrain_T","1772","0","Assignments",,,"MAPPED","pjrep","MSP_EpmAssignment_UserView","Type terrain_T","src.[Type terrain_T]",
