Endpoint_EN,Endpoint_FR,EndpointMatchCountRaw,EndPointMatchStatus,PrimitiveColumnCount_ENRaw,PrimitiveColumnCount_FRRaw,ColumnPositionRaw,Column_EN,Column_FR,ColumnClassification,Kind_EN,TypeName_EN,IsNullable_ENRaw,Kind_FR,TypeName_FR,IsNullable_FRRaw,PositionMatchRaw,TypeMatchRaw,NullabilityMatchRaw,ColumnMatchStatus
AssignmentTimephasedDataSet,JeuDonnéesChronologiquesAffectation,1,AUTO_MATCH,35,35,34,TaskName,NomTâche,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
AssignmentTimephasedDataSet,JeuDonnéesChronologiquesAffectation,1,AUTO_MATCH,35,35,35,Assignment,Affectation,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
AssignmentTimephasedDataSet,JeuDonnéesChronologiquesAffectation,1,AUTO_MATCH,35,35,36,Project,Projet,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
AssignmentTimephasedDataSet,JeuDonnéesChronologiquesAffectation,1,AUTO_MATCH,35,35,37,Task,Tâche,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
AssignmentTimephasedDataSet,JeuDonnéesChronologiquesAffectation,1,AUTO_MATCH,35,35,38,Time,Heure,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDriverDepartments,ServicesAxeStratégiqueEntreprise,1,AUTO_MATCH,4,4,0,BusinessDriverId,IdAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDriverDepartments,ServicesAxeStratégiqueEntreprise,1,AUTO_MATCH,4,4,1,DepartmentId,IdService,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDriverDepartments,ServicesAxeStratégiqueEntreprise,1,AUTO_MATCH,4,4,2,BusinessDriverName,NomAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDriverDepartments,ServicesAxeStratégiqueEntreprise,1,AUTO_MATCH,4,4,3,DepartmentName,NomService,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDriverDepartments,ServicesAxeStratégiqueEntreprise,1,AUTO_MATCH,4,4,4,BusinessDriver,AxeStratégique,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,0,BusinessDriverId,IdAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,1,BusinessDriverCreatedDate,DateCréationAxeStratégiqueEntreprise,PRIMITIVE,datetime,DateTime.Type,FALSE,datetime,DateTime.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,2,BusinessDriverDescription,DescriptionAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,3,BusinessDriverIsActive,AxeStratégiqueEntrepriseEstActif,PRIMITIVE,logical,Logical.Type,FALSE,logical,Logical.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,4,BusinessDriverModifiedDate,DateModificationAxeStratégiqueEntreprise,PRIMITIVE,datetime,DateTime.Type,FALSE,datetime,DateTime.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,5,BusinessDriverName,NomAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,6,CreatedByResourceId,IdRessourceCréation,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,7,CreatedByResourceName,NomRessourceCréation,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,8,ImpactDescriptionExtreme,DescriptionImpactExtrême,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,9,ImpactDescriptionLow,DescriptionImpactFaible,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,10,ImpactDescriptionModerate,DescriptionImpactModéré,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,11,ImpactDescriptionNone,DescriptionImpactAucun,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,12,ImpactDescriptionStrong,DescriptionImpactFort,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,13,ModifiedByResourceId,IdRessourceModification,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,14,ModifiedByResourceName,NomRessourceModification,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,15,CreatedByResource,RessourceCréation,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,16,Departments,Services,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
BusinessDrivers,AxesStratégiques,1,AUTO_MATCH,15,15,17,ModifiedByResource,ModifiéParRessource,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,0,PrioritizationId,IdDéfinitionPriorités,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,1,BusinessDriverId,IdAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,2,BusinessDriverName,NomAxeStratégiqueEntreprise,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,3,BusinessDriverPriority,PrioritéAxeStratégiqueEntreprise,PRIMITIVE,number,Double.Type,TRUE,number,Double.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,4,PrioritizationName,NomDéfinitionPriorités,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,5,Prioritization,DéfinitionDePriorités,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
PrioritizationDrivers,AxesStratégiquesDéfinitionPriorités,1,AUTO_MATCH,5,5,6,BusinessDriver,AxeStratégique,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,0,ScenarioId,IdScénario,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,1,AnalysisId,IdAnalyse,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,2,AnalysisName,NomAnalyse,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,3,CreatedByResourceId,IdRessourceCréation,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,4,CreatedByResourceName,NomRessourceCréation,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,5,CreatedDate,DateCréation,PRIMITIVE,datetime,DateTime.Type,FALSE,datetime,DateTime.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,6,ModifiedByResourceId,IdRessourceModification,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,7,ModifiedByResourceName,NomRessourceModification,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,8,ModifiedDate,DateModification,PRIMITIVE,datetime,DateTime.Type,FALSE,datetime,DateTime.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,9,ScenarioDescription,DescriptionScénario,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,10,ScenarioName,NomScénario,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,11,SelectedProjectsCost,CoûtProjetsSélectionnés,PRIMITIVE,number,Decimal.Type,TRUE,number,Decimal.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,12,SelectedProjectsPriority,PrioritéProjetSélectionnée,PRIMITIVE,number,Double.Type,TRUE,number,Double.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,13,UnselectedProjectsCost,CoûtProjetsNonSélectionné,PRIMITIVE,number,Decimal.Type,TRUE,number,Decimal.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,14,UnselectedProjectsPriority,PrioritéProjetNonSélectionnée,PRIMITIVE,number,Double.Type,TRUE,number,Double.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,15,UseDependencies,UtiliserDépendances,PRIMITIVE,logical,Logical.Type,FALSE,logical,Logical.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,16,CreatedByResource,RessourceCréation,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,17,ModifiedByResource,ModifiéParRessource,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,18,Analysis,Analyse,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,19,ResourceConstraintScenarios,ScénariosContrainteRessource,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostConstraintScenarios,ScénariosContrainteCoût,1,AUTO_MATCH,16,16,20,CostScenarioProjects,ProjetsScénarioCoût,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,0,TimesheetClassId,IdClasseFeuilleDeTemps,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,1,DepartmentId,IdService,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,2,DepartmentName,NomService,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,3,Description,Description,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,4,LCID,LCID,PRIMITIVE,number,Int32.Type,TRUE,number,Int32.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,5,TimesheetClassName,NomClasseFeuilleDeTemps,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
TimesheetClasses,ClassesFeuilleDeTemps,1,AUTO_MATCH,7,7,6,TimesheetClassType,TypeClasseFeuilleDeTemps,PRIMITIVE,number,Byte.Type,FALSE,number,Byte.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,0,ScenarioId,IdScénario,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,1,ProjectId,IdProjet,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,2,AbsolutePriority,PrioritéAbsolue,PRIMITIVE,number,Double.Type,FALSE,number,Double.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,3,AnalysisId,IdAnalyse,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,4,AnalysisName,NomAnalyse,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,5,ForceAliasLookupTableId,IdTableChoixAliasForcé,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,6,ForceAliasLookupTableName,NomTableChoixAliasForcé,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,7,ForceStatus,ÉtatForcé,PRIMITIVE,number,Byte.Type,FALSE,number,Byte.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,8,HardConstraintValue,ValeurContrainteImpérative,PRIMITIVE,number,Decimal.Type,FALSE,number,Decimal.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,9,Priority,Priorité,PRIMITIVE,number,Double.Type,FALSE,number,Double.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,10,ProjectName,NomProjet,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,11,ScenarioName,NomScénario,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,12,Status,Statut,PRIMITIVE,number,Byte.Type,FALSE,number,Byte.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,13,Project,Projet,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,14,Analysis,Analyse,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
CostScenarioProjects,ProjetsScénarioCoût,1,AUTO_MATCH,13,13,15,CostConstraintScenario,ScénarioContrainteCoût,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,0,CommentId,IDCommentaire,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,1,EngagementId,IDEngagement,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,2,EngagementName,NomEngagement,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,3,CommentMessage,MessageCommentaire,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,4,CommentCreatedDate,DateCréationCommentaire,PRIMITIVE,datetime,DateTime.Type,TRUE,datetime,DateTime.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,5,AuthorId,IDAuteur,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,6,AuthorName,NomAuteur,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
EngagementsComments,CommentairesEngagements,1,AUTO_MATCH,7,7,7,Engagement,Engagement,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,0,ProjectId,IdProjet,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,1,DeliverableId,IdLivrable,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,2,CreateByResource,CréerParRessource,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,3,CreatedDate,DateCréation,PRIMITIVE,datetime,DateTime.Type,TRUE,datetime,DateTime.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,4,Description,Description,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,5,FinishDate,FinishDate,PRIMITIVE,datetime,DateTime.Type,TRUE,datetime,DateTime.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,6,IsFolder,EstUnDossier,PRIMITIVE,logical,Logical.Type,FALSE,logical,Logical.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,7,ItemRelativeUrlPath,CheminURLRelativeÉlément,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,8,ModifiedByResource,ModifiéParRessource,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,9,ModifiedDate,DateModification,PRIMITIVE,datetime,DateTime.Type,TRUE,datetime,DateTime.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,10,ProjectName,NomProjet,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,11,StartDate,DateDébut,PRIMITIVE,datetime,DateTime.Type,TRUE,datetime,DateTime.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,12,Title,Titre,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,13,DependentProjects,ProjetsDépendants,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,14,DependentTasks,DependantTasks,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,15,ParentProjects,ProjetsParents,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,16,ParentTasks,TâchesParentes,NAVIGATION,table,Table.Type,FALSE,table,Table.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Deliverables,Livrables,1,AUTO_MATCH,13,13,17,Project,Projet,NAVIGATION,record,Record.Type,TRUE,record,Record.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,0,PrioritizationId,IdDéfinitionPriorités,PRIMITIVE,text,Text.Type,FALSE,text,Text.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,1,ConsistencyRatio,TauxCohérence,PRIMITIVE,number,Double.Type,TRUE,number,Double.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,2,CreatedByResourceId,IdRessourceCréation,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,3,CreatedByResourceName,NomRessourceCréation,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,4,DepartmentId,IdService,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,5,DepartmentName,NomService,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,6,ModifiedByResourceId,IdRessourceModification,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,7,ModifiedByResourceName,NomRessourceModification,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,8,PrioritizationCreatedDate,DateCréationDéfinitionPriorités,PRIMITIVE,datetime,DateTime.Type,FALSE,datetime,DateTime.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,9,PrioritizationDescription,DescriptionDéfinitionPriorités,PRIMITIVE,text,Text.Type,TRUE,text,Text.Type,TRUE,TRUE,TRUE,TRUE,STRONG_MATCH
Prioritizations,DéfinitionsDePriorités,1,AUTO_MATCH,13,13,10,PrioritizationIsManual,DéfinitionPrioritésEstManuelle,PRIMITIVE,logical,Logical.Type,FALSE,logical,Logical.Type,FALSE,TRUE,TRUE,TRUE,STRONG_MATCH
