"EntityName_EN","Column_EN","CandidateRows","DistinctCandidateRows","ExactRows","HeuristicRows","NoMatchRows"
"AssignmentBaselineTimephasedDataSet","ProjectId","53","53","5","48","0"
"AssignmentBaselineTimephasedDataSet","TaskId","21","21","2","19","0"
"AssignmentBaselineTimephasedDataSet","ProjectName","14","14","14","0","0"
"AssignmentBaselineTimephasedDataSet","ResourceId","14","14","0","14","0"
"AssignmentBaselineTimephasedDataSet","TimeByDay","13","13","13","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentId","9","9","0","9","0"
"AssignmentBaselineTimephasedDataSet","TaskName","7","7","7","0","0"
"AssignmentBaselineTimephasedDataSet","BaselineNumber","6","6","6","0","0"
"AssignmentBaselineTimephasedDataSet","FiscalPeriodId","6","6","0","6","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineBudgetCost","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineBudgetMaterialWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineBudgetWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineCost","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineMaterialWork","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineModifiedDate","2","2","2","0","0"
"AssignmentBaselineTimephasedDataSet","AssignmentBaselineWork","2","2","2","0","0"
